Date,Season,Div,HomeTeam,AwayTeam,y,model_p_H,model_p_D,model_p_A,model_mondrian_size_a10,model_mondrian_mask_a10,model_mondrian_size_a20,model_mondrian_mask_a20,model_mondrian_size_a30,model_mondrian_mask_a30,market_p_H,market_p_D,market_p_A,market_mondrian_size_a10,market_mondrian_mask_a10,market_mondrian_size_a20,market_mondrian_mask_a20,market_mondrian_size_a30,market_mondrian_mask_a30
2026-01-17,2025,F1,Angers,Marseille,2,0.14547357179930168,0.1426184943708553,0.711907933829843,1,A,1,A,1,A,0.1720368389470114,0.2252863367163244,0.6026768243366641,2,DA,1,A,1,A
2026-01-17,2025,F1,Toulouse,Nice,0,0.4458015263080597,0.2844264805316925,0.2697719931602478,3,HDA,3,HDA,1,D,0.48226950354609927,0.276595744680851,0.24113475177304963,3,HDA,3,HDA,2,HD
2026-01-17,2025,F1,Lens,Auxerre,0,0.6548334262544896,0.2448272817607629,0.10033929198474748,2,HD,2,HD,2,HD,0.632882047477745,0.2230155786350148,0.14410237388724034,2,HD,1,H,1,H
2026-01-17,2025,SP1,Mallorca,Ath Bilbao,0,0.22143372233409517,0.29399826246505195,0.4845680152008529,2,DA,2,DA,2,DA,0.24788624135280554,0.31398923904688697,0.4381245196003075,2,DA,2,DA,2,DA
2026-01-17,2025,I1,Napoli,Sassuolo,0,0.7507454548419876,0.13081069972868933,0.118443845429323,1,H,1,H,1,H,0.668894801503355,0.21936041989255514,0.11174477860408982,2,HD,1,H,1,H
2026-01-17,2025,SP1,Real Madrid,Levante,0,0.8340000038444997,0.0994213014754847,0.06657869468001566,1,H,1,H,1,H,0.832716506291636,0.10455218356772761,0.06273131014063651,1,H,1,H,1,H
2026-01-17,2025,D1,RB Leipzig,Bayern Munich,2,0.2695389172297393,0.1506452605320591,0.5798158222382016,2,DA,1,A,1,A,0.2360758755660885,0.2180839497146314,0.54584017471928,2,DA,1,A,1,A
2026-01-17,2025,E0,Chelsea,Brentford,0,0.5338588356971741,0.27039477229118347,0.19574639201164246,3,HDA,2,HD,2,HD,0.5142570449034201,0.25370014215235387,0.23204281294422613,3,HDA,2,HD,2,HD
2026-01-17,2025,D1,Dortmund,St Pauli,0,0.7452937420106958,0.1433093558498424,0.1113969021394618,1,H,1,H,1,H,0.7077140835102619,0.19815994338287332,0.09412597310686481,1,H,1,H,1,H
2026-01-17,2025,E0,Tottenham,West Ham,2,0.5305093447788157,0.26481821738454375,0.20467243783664052,3,HDA,2,HD,2,HD,0.508209538702111,0.25071670575970817,0.24107375553818092,3,HDA,3,HDA,2,HD
2026-01-17,2025,E0,Sunderland,Crystal Palace,0,0.39500167965888977,0.2420826256275177,0.36291569471359253,3,HDA,2,DA,2,DA,0.3961661341853035,0.2971246006389776,0.3067092651757188,3,HDA,3,HDA,2,DA
2026-01-17,2025,D1,FC Koln,Mainz,0,0.45968069700959463,0.34106360410438197,0.1992556988860234,3,HDA,2,HD,2,HD,0.4545454545454546,0.2727272727272727,0.2727272727272727,3,HDA,3,HDA,2,HD
2026-01-17,2025,E0,Man United,Man City,0,0.30446035577238667,0.25856614883441176,0.43697349539320157,3,HDA,2,DA,2,DA,0.32611264277274515,0.26270185112248917,0.41118550610476573,3,HDA,2,DA,2,DA
2026-01-17,2025,I1,Udinese,Inter,2,0.16589390737134493,0.12682374933887275,0.7072823432897823,1,A,1,A,1,A,0.13544369486248053,0.21069019200830302,0.6538661131292165,2,DA,1,A,1,A
2026-01-17,2025,D1,Wolfsburg,Heidenheim,1,0.5229972004890442,0.2486657351255417,0.22833706438541412,3,HDA,3,HDA,2,HD,0.5685384402049366,0.2315754134493278,0.1998861463457355,3,HDA,2,HD,1,H
2026-01-17,2025,E0,Liverpool,Burnley,1,0.7786185377424519,0.13934888360944042,0.0820325786481076,1,H,1,H,1,H,0.7755791985681616,0.14557024957740872,0.07885055185442971,1,H,1,H,1,H
2026-01-17,2025,E0,Leeds,Fulham,0,0.42262063689889423,0.2963330237964697,0.2810463393046361,3,HDA,3,HDA,1,D,0.4041204437400951,0.2793185419968304,0.3165610142630745,3,HDA,3,HDA,2,DA
2026-01-17,2025,D1,Hamburg,M'gladbach,1,0.3781136387024414,0.2882030096114579,0.3336833516861007,3,HDA,2,DA,2,DA,0.38834951456310685,0.27184466019417475,0.33980582524271846,3,HDA,2,DA,2,DA
2026-01-18,2025,SP1,Ath Madrid,Alaves,0,0.7617858648300171,0.13812638819217682,0.10008774697780609,1,H,1,H,1,H,0.6882884418683942,0.19996590521650184,0.11174565291510392,2,HD,1,H,1,H
2026-01-18,2025,SP1,Sociedad,Barcelona,0,0.2218916515361511,0.15286400107431417,0.6252443473895347,2,DA,1,A,1,A,0.2097960621944236,0.2180328590935119,0.5721710787120646,2,DA,1,A,1,A
2026-01-18,2025,SP1,Celta,Vallecano,0,0.48298566094083606,0.25432311730613955,0.2626912217530244,3,HDA,3,HDA,2,HD,0.5061349693251534,0.29141104294478526,0.20245398773006135,3,HDA,2,HD,2,HD
2026-01-18,2025,D1,Stuttgart,Union Berlin,1,0.5679925764798012,0.24860786272001062,0.18339956080018818,3,HDA,2,HD,2,HD,0.5913978494623656,0.23655913978494622,0.17204301075268813,2,HD,2,HD,1,H
2026-01-18,2025,E0,Wolves,Newcastle,1,0.29816038305045317,0.17443630619157274,0.5274033107579741,2,DA,1,A,1,A,0.209553158705701,0.2357473035439137,0.5546995377503853,2,DA,2,DA,1,A
2026-01-18,2025,E0,Aston Villa,Everton,2,0.6644237338493943,0.19213343525529364,0.143442830895312,2,HD,2,HD,1,H,0.5892322244994483,0.24475800094592462,0.16600977455462712,2,HD,2,HD,2,HD
2026-01-18,2025,D1,Augsburg,Freiburg,1,0.36161258816719055,0.27156171202659607,0.3668256998062134,3,HDA,2,DA,2,DA,0.3710121292426868,0.2911018244827235,0.3378860462745897,3,HDA,2,DA,2,DA
2026-01-18,2025,SP1,Getafe,Valencia,2,0.35581159591674805,0.3531334400177002,0.29105496406555176,3,HDA,2,DA,2,DA,0.3888834331729352,0.346459785917706,0.2646567809093587,3,HDA,2,DA,1,D
2026-01-18,2025,I1,Torino,Roma,2,0.18391463708623162,0.25888002690315326,0.5572053360106151,2,DA,2,DA,2,DA,0.21132457027300305,0.28816986855409504,0.5005055611729019,2,DA,2,DA,2,DA
2026-01-18,2025,F1,Rennes,Le Havre,1,0.5776188201421851,0.22006303906252864,0.20231814079528626,3,HDA,2,HD,2,HD,0.5848930481283423,0.2256016042780748,0.1895053475935829,3,HDA,2,HD,1,H
2026-01-18,2025,F1,Nantes,Paris FC,2,0.36145667318870645,0.31455324037531734,0.3239900864359762,3,HDA,2,DA,2,DA,0.35868071461291806,0.30920751259734314,0.33211177278973886,3,HDA,2,DA,2,DA
2026-01-18,2025,F1,Strasbourg,Metz,0,0.7083891682951835,0.18909050665118177,0.10252032505363468,2,HD,2,HD,1,H,0.6719162580158432,0.20086759713315722,0.12721614485099964,2,HD,1,H,1,H
2026-01-18,2025,I1,Bologna,Fiorentina,2,0.3288128273971574,0.3552832517196686,0.315903920883174,3,HDA,2,DA,2,DA,0.4017751944073521,0.2897651402089388,0.308459665383709,3,HDA,3,HDA,2,DA
2026-01-18,2025,I1,Parma,Genoa,1,0.3847346535166892,0.33637942888614114,0.27888591759716974,3,HDA,2,DA,1,D,0.32230392156862747,0.35539215686274506,0.32230392156862747,3,HDA,2,DA,2,DA
2026-01-18,2025,I1,Milan,Lecce,0,0.7372364566602511,0.15277864380431125,0.10998489953543766,2,HD,1,H,1,H,0.7389812615465823,0.18157825283716023,0.07944048561625751,1,H,1,H,1,H
2026-01-18,2025,F1,Lyon,Brest,0,0.6082508563995361,0.23165835440158844,0.16009078919887543,2,HD,2,HD,2,HD,0.5726391743927508,0.2452070310861266,0.1821537945211226,2,HD,2,HD,2,HD
2026-01-19,2025,I1,Lazio,Como,2,0.3290010788739049,0.27777079575570807,0.393228125370387,3,HDA,2,DA,2,DA,0.3066287108580724,0.3277755185034567,0.3655957706384709,3,HDA,2,DA,2,DA
2026-01-19,2025,I1,Cremonese,Verona,1,0.40542294366887377,0.31333698888608846,0.2812400674450377,3,HDA,3,HDA,1,D,0.39215686274509803,0.3137254901960785,0.29411764705882354,3,HDA,2,DA,2,DA
2026-01-19,2025,SP1,Elche,Sevilla,1,0.4339246024511873,0.2864372346866955,0.2796381628621172,3,HDA,3,HDA,1,D,0.39999205971097346,0.30709067810068286,0.29291726218834374,3,HDA,3,HDA,2,DA
2026-01-19,2025,E0,Brighton,Bournemouth,1,0.4999657645836876,0.2354969127999136,0.26453732261639884,3,HDA,3,HDA,2,HD,0.48851333509374184,0.25402693424874573,0.25745973065751254,3,HDA,3,HDA,2,HD
2026-01-23,2025,I1,Inter,Pisa,0,0.6928144796612036,0.21509546362005866,0.09209005671873773,2,HD,2,HD,1,H,0.7564469914040116,0.15759312320916902,0.08595988538681941,1,H,1,H,1,H
2026-01-23,2025,F1,Auxerre,Paris SG,2,0.1283545580148028,0.098333179093887,0.7733122628913102,1,A,1,A,1,A,0.1190887124611667,0.1905419399378667,0.6903693476009666,1,A,1,A,1,A
2026-01-23,2025,SP1,Levante,Elche,0,0.44633325934410095,0.2146594524383545,0.33900728821754456,3,HDA,3,HDA,1,A,0.4266958424507658,0.2844638949671772,0.2888402625820569,3,HDA,3,HDA,2,DA
2026-01-23,2025,D1,St Pauli,Hamburg,1,0.34392658806284737,0.32333246926471776,0.33274094267243487,3,HDA,2,DA,2,DA,0.33720930232558133,0.32558139534883723,0.33720930232558133,3,HDA,2,DA,2,DA
2026-01-24,2025,E0,Bournemouth,Liverpool,0,0.3038420126414599,0.22181530627333085,0.4743426810852093,3,HDA,2,DA,2,DA,0.22471910112359553,0.23595505617977522,0.5393258426966293,2,DA,2,DA,1,A
2026-01-24,2025,E0,Burnley,Tottenham,1,0.22165359886964559,0.3657844419149226,0.4125619592154318,2,DA,2,DA,2,DA,0.2440775305096913,0.2799712849964106,0.475951184493898,2,DA,2,DA,2,DA
2026-01-24,2025,D1,Bayern Munich,Augsburg,2,0.7819567264470701,0.1507451672051462,0.0672981063477836,2,HD,1,H,1,H,0.84783801306668,0.0958056954765348,0.0563562914567852,1,H,1,H,1,H
2026-01-24,2025,E0,West Ham,Sunderland,0,0.5238516486838951,0.2423645479191705,0.23378380339693436,3,HDA,3,HDA,2,HD,0.4266958424507658,0.2844638949671772,0.2888402625820569,3,HDA,3,HDA,2,DA
2026-01-24,2025,SP1,Villarreal,Real Madrid,2,0.23612635975887836,0.1651906495512925,0.5986829906898291,2,DA,1,A,1,A,0.2522368981678739,0.2364720920323818,0.5112910097997444,2,DA,2,DA,1,A
2026-01-24,2025,E0,Fulham,Brighton,0,0.3984523117542267,0.2545884847640991,0.3469592034816742,3,HDA,3,HDA,2,DA,0.3703703703703704,0.2861952861952862,0.3434343434343434,3,HDA,2,DA,2,DA
2026-01-24,2025,E0,Man City,Wolves,0,0.7129276341726807,0.17293499281305824,0.11413737301426102,2,HD,1,H,1,H,0.7296439901304196,0.16496298907296442,0.10539302079661611,1,H,1,H,1,H
2026-01-24,2025,SP1,Vallecano,Osasuna,2,0.4180889129638672,0.3479669392108917,0.2339441478252411,3,HDA,3,HDA,1,D,0.42767047694126925,0.30350808040993305,0.26882144264879776,3,HDA,3,HDA,1,D
2026-01-24,2025,SP1,Valencia,Espanol,0,0.4137069284915924,0.26578032970428467,0.3205127418041229,3,HDA,3,HDA,2,DA,0.3961661341853035,0.2971246006389776,0.3067092651757188,3,HDA,3,HDA,2,DA
2026-01-24,2025,D1,Heidenheim,RB Leipzig,2,0.22000604033488155,0.1892578509228781,0.5907361087422404,2,DA,2,DA,1,A,0.21625163826998686,0.21625163826998686,0.5674967234600263,2,DA,1,A,1,A
2026-01-24,2025,D1,Ein Frankfurt,Hoffenheim,2,0.3208589255809784,0.27954649925231934,0.39959457516670227,3,HDA,2,DA,2,DA,0.31279620853080564,0.26066350710900477,0.4265402843601896,3,HDA,2,DA,2,DA
2026-01-24,2025,F1,Marseille,Lens,0,0.4736834537041702,0.2489531822346625,0.2773633640611673,3,HDA,3,HDA,2,HD,0.46077791250816164,0.24857755806361345,0.29064452942822494,3,HDA,3,HDA,3,HDA
2026-01-24,2025,D1,Union Berlin,Dortmund,2,0.3049513904764834,0.2283416322367897,0.4667069772867269,3,HDA,2,DA,2,DA,0.2975303802430419,0.2885143081144649,0.4139553116424932,2,DA,2,DA,2,DA
2026-01-24,2025,D1,Mainz,Wolfsburg,0,0.4623446555877631,0.21119154045619634,0.3264638039560406,3,HDA,3,HDA,2,HA,0.422852701127089,0.27982899339292655,0.29731830547998445,3,HDA,3,HDA,2,DA
2026-01-24,2025,SP1,Sevilla,Ath Bilbao,0,0.40066807268059035,0.309048196403736,0.29028373091567367,3,HDA,3,HDA,2,DA,0.3618968386023294,0.324459234608985,0.3136439267886855,3,HDA,2,DA,2,DA
2026-01-24,2025,I1,Lecce,Lazio,1,0.2756645895342651,0.30918537648959826,0.41515003397613665,2,DA,2,DA,2,DA,0.1970898318375882,0.3228195521477738,0.480090616014638,2,DA,2,DA,2,DA
2026-01-24,2025,I1,Como,Torino,0,0.61751788854599,0.23385606706142426,0.14862604439258575,2,HD,2,HD,2,HD,0.6216758421199963,0.2319912288886815,0.1463329289913222,2,HD,2,HD,1,H
2026-01-24,2025,I1,Fiorentina,Cagliari,2,0.4937748610973358,0.24923589825630188,0.2569892406463623,3,HDA,3,HDA,2,HD,0.5263157894736843,0.26315789473684215,0.21052631578947362,3,HDA,2,HD,2,HD
2026-01-24,2025,F1,Le Havre,Monaco,1,0.1731375877091648,0.22816845434653082,0.5986939579443044,2,DA,2,DA,2,DA,0.23541247484909453,0.24144869215291753,0.523138832997988,2,DA,2,DA,2,DA
2026-01-24,2025,F1,Rennes,Lorient,2,0.5022203922271729,0.24561786651611328,0.25216174125671387,3,HDA,3,HDA,2,HD,0.5257095980311732,0.25575061525840853,0.21853978671041832,3,HDA,2,HD,2,HD
2026-01-24,2025,D1,Leverkusen,Werder Bremen,0,0.6527380541782991,0.19930707512220963,0.14795487069949123,2,HD,2,HD,1,H,0.6067809651932196,0.2200106501970796,0.1732083846097008,2,HD,1,H,1,H
2026-01-25,2025,F1,Brest,Toulouse,2,0.2753510054043976,0.22281986969024525,0.5018291249053571,2,DA,2,DA,2,DA,0.32230392156862747,0.32230392156862747,0.35539215686274506,3,HDA,2,DA,2,DA
2026-01-25,2025,F1,Paris FC,Angers,1,0.5374014021784694,0.2803733772206326,0.182225220600898,3,HDA,2,HD,2,HD,0.5061349693251534,0.29141104294478526,0.20245398773006135,3,HDA,2,HD,2,HD
2026-01-25,2025,F1,Metz,Lyon,2,0.15955213964652806,0.2881754891846256,0.5522723711688463,2,DA,2,DA,2,DA,0.1803845322963923,0.2525383452149492,0.5670771224886585,2,DA,2,DA,2,DA
2026-01-25,2025,F1,Nantes,Nice,2,0.3559536933898926,0.2966298460960388,0.3474164605140686,3,HDA,2,DA,2,DA,0.35151883353584445,0.28760631834750905,0.36087484811664644,3,HDA,2,DA,2,DA
2026-01-25,2025,F1,Lille,Strasbourg,2,0.3871392011642456,0.32705995440483093,0.28580084443092346,3,HDA,2,DA,2,DA,0.3783122706889524,0.29555646147574394,0.32613126783530366,3,HDA,2,DA,2,DA
2026-01-25,2025,SP1,Barcelona,Oviedo,0,0.8771538138389587,0.07032806426286697,0.052518121898174286,1,H,1,H,1,H,0.8551239929789819,0.094918763220667,0.049957243800351,1,H,1,H,1,H
2026-01-25,2025,I1,Roma,Milan,1,0.38001577198552405,0.325555185245132,0.29442904276934395,3,HDA,2,DA,2,DA,0.35925176528884667,0.32580418714126447,0.31494404756988886,3,HDA,2,DA,2,DA
2026-01-25,2025,SP1,Sociedad,Celta,0,0.48147010913669414,0.307216745184854,0.2113131456784519,3,HDA,2,HD,2,HD,0.44134505158578524,0.28754298815437523,0.2711119602598396,3,HDA,3,HDA,2,HD
2026-01-25,2025,SP1,Ath Madrid,Mallorca,0,0.7523072642202401,0.1520355102433082,0.0956572255364517,2,HD,1,H,1,H,0.722302679217958,0.17885590152063724,0.09884141926140473,1,H,1,H,1,H
2026-01-25,2025,D1,M'gladbach,Stuttgart,2,0.27534663677215576,0.3529476821422577,0.37170568108558655,2,DA,2,DA,2,DA,0.32997285769678164,0.25684373788290027,0.41318340442031803,3,HDA,2,DA,2,DA
2026-01-25,2025,I1,Atalanta,Parma,0,0.7504940777722551,0.15678133626095436,0.09272458596679056,2,HD,1,H,1,H,0.7042253521126761,0.1971830985915493,0.0985915492957746,1,H,1,H,1,H
2026-01-25,2025,SP1,Alaves,Betis,0,0.3663521111011505,0.28327006101608276,0.3503778278827667,3,HDA,2,DA,2,DA,0.35925176528884667,0.31494404756988886,0.32580418714126447,3,HDA,2,DA,2,DA
2026-01-25,2025,E0,Brentford,Nott'm Forest,2,0.5023043230519343,0.24838006866544587,0.24931560828261984,3,HDA,3,HDA,2,HD,0.51516102913231,0.26473552885965934,0.22010344200803073,3,HDA,2,HD,2,HD
2026-01-25,2025,E0,Crystal Palace,Chelsea,2,0.3961997926235199,0.247487872838974,0.3563123345375061,3,HDA,3,HDA,2,DA,0.2785145888594165,0.2705570291777188,0.4509283819628648,2,DA,2,DA,2,DA
2026-01-25,2025,E0,Newcastle,Aston Villa,2,0.5058077649147475,0.22677155176954794,0.2674206833157045,3,HDA,3,HDA,2,HD,0.44469399213924765,0.26558113419427287,0.28972487366647953,3,HDA,3,HDA,3,HDA
2026-01-25,2025,D1,Freiburg,FC Koln,0,0.4629417221861564,0.2826007520377412,0.25445752577610237,3,HDA,3,HDA,2,HD,0.47349177330895803,0.25594149908592323,0.27056672760511885,3,HDA,3,HDA,2,HD
2026-01-25,2025,I1,Juventus,Napoli,0,0.48482429168332924,0.24114265625816536,0.27403305205850537,3,HDA,3,HDA,2,HD,0.5034618343448158,0.30045303017351915,0.19608513548166512,3,HDA,2,HD,2,HD
2026-01-25,2025,E0,Arsenal,Man United,2,0.7075812816619873,0.17438949644565582,0.11802922189235687,2,HD,1,H,1,H,0.6226312939902545,0.2116946399566865,0.165674066053059,2,HD,1,H,1,H
2026-01-25,2025,I1,Sassuolo,Cremonese,0,0.5361742297385003,0.2549783549461014,0.20884741531539835,3,HDA,2,HD,2,HD,0.4748201438848921,0.2877697841726619,0.237410071942446,3,HDA,3,HDA,2,HD
2026-01-25,2025,I1,Genoa,Bologna,0,0.29870002571642323,0.2869256947360726,0.4143742795475042,2,DA,2,DA,2,DA,0.2909090909090909,0.3151515151515151,0.393939393939394,2,DA,2,DA,2,DA
2026-01-26,2025,I1,Verona,Udinese,2,0.29515209794044495,0.3104240894317627,0.39442381262779236,2,DA,2,DA,2,DA,0.3253012048192771,0.3253012048192771,0.3493975903614458,3,HDA,2,DA,2,DA
2026-01-26,2025,E0,Everton,Leeds,1,0.41106924414634705,0.25631168484687805,0.3326190710067749,3,HDA,3,HDA,2,DA,0.3783122706889524,0.29555646147574394,0.32613126783530366,3,HDA,2,DA,2,DA
2026-01-26,2025,SP1,Girona,Getafe,1,0.4478236339013413,0.3080059427621637,0.24417042333649502,3,HDA,3,HDA,1,D,0.4381245196003075,0.31398923904688697,0.24788624135280554,3,HDA,3,HDA,2,HD
2026-01-27,2025,D1,Werder Bremen,Hoffenheim,2,0.26110743698157557,0.29224660121659635,0.4466459618018281,2,DA,2,DA,2,DA,0.25398936170212766,0.25398936170212766,0.49202127659574474,2,DA,2,DA,2,DA
2026-01-27,2025,D1,St Pauli,RB Leipzig,1,0.1884601591298008,0.2493775524106257,0.5621622884595735,2,DA,2,DA,2,DA,0.18918918918918926,0.27027027027027023,0.5405405405405406,2,DA,2,DA,2,DA
2026-01-30,2025,F1,Lens,Le Havre,0,0.7711715985525995,0.13355625173286542,0.0952721497145351,1,H,1,H,1,H,0.6471238938053098,0.2085176991150442,0.144358407079646,2,HD,1,H,1,H
2026-01-30,2025,SP1,Espanol,Alaves,2,0.49609848140936486,0.27760452944006553,0.22629698915056964,3,HDA,3,HDA,2,HD,0.4851752021563343,0.30889487870619947,0.20592991913746625,3,HDA,2,HD,2,HD
2026-01-30,2025,D1,FC Koln,Wolfsburg,0,0.559817910194397,0.23263053596019745,0.20755155384540558,3,HDA,2,HD,2,HD,0.4597138554216868,0.25470632530120474,0.28557981927710846,3,HDA,3,HDA,2,HD
2026-01-30,2025,I1,Lazio,Genoa,0,0.5453235073484035,0.24145815496021972,0.21321833769137674,3,HDA,2,HD,2,HD,0.41946833463643474,0.32544956997654423,0.25508209538702115,3,HDA,3,HDA,1,D
2026-01-31,2025,D1,RB Leipzig,Mainz,2,0.647958943962439,0.21114714758317393,0.140893908454387,2,HD,2,HD,1,H,0.6218387384706934,0.20291579886938413,0.17524546265992264,2,HD,1,H,1,H
2026-01-31,2025,D1,Werder Bremen,M'gladbach,1,0.44355009327978173,0.2761119388375264,0.28033796788269183,3,HDA,3,HDA,1,D,0.4427206508371961,0.2644026109166588,0.2928767382461451,3,HDA,3,HDA,3,HDA
2026-01-31,2025,D1,Hamburg,Bayern Munich,1,0.12673929050402438,0.07611232080804585,0.7971483886879298,1,A,1,A,1,A,0.12621359223300968,0.14563106796116507,0.7281553398058253,1,A,1,A,1,A
2026-01-31,2025,F1,Lorient,Nantes,0,0.4424938227232589,0.2935435648884514,0.2639626123882897,3,HDA,3,HDA,1,D,0.500595055935258,0.27974429596382067,0.21966064810092145,3,HDA,2,HD,2,HD
2026-01-31,2025,D1,Ein Frankfurt,Leverkusen,2,0.21569493412971497,0.2806531488895416,0.5036519169807434,2,DA,2,DA,2,DA,0.277264325323475,0.2513863216266174,0.4713493530499075,2,DA,2,DA,2,DA
2026-01-31,2025,F1,Paris FC,Marseille,1,0.22465493940331133,0.20910809622543908,0.5662369643712496,2,DA,2,DA,1,A,0.21812429089630703,0.24217389220025892,0.5397018169034341,2,DA,2,DA,2,DA
2026-01-31,2025,F1,Monaco,Rennes,0,0.5496139012219593,0.23374092927189066,0.21664516950615004,3,HDA,2,HD,2,HD,0.48908296943231444,0.23842794759825323,0.27248908296943236,3,HDA,3,HDA,1,H
2026-01-31,2025,SP1,Elche,Barcelona,2,0.14524849408485713,0.1418249074440408,0.7129265984711021,1,A,1,A,1,A,0.11856986501276903,0.15176942721634443,0.7296607077708865,1,A,1,A,1,A
2026-01-31,2025,SP1,Levante,Ath Madrid,1,0.21038768008929015,0.21150400059676172,0.5781083193139481,2,DA,2,DA,1,A,0.19208742402992052,0.25274661056568487,0.5551659654043947,2,DA,2,DA,2,DA
2026-01-31,2025,SP1,Osasuna,Villarreal,1,0.40168511268965734,0.24815375733146433,0.3501611299788783,3,HDA,3,HDA,2,DA,0.35151883353584445,0.28760631834750905,0.36087484811664644,3,HDA,2,DA,2,DA
2026-01-31,2025,D1,Augsburg,St Pauli,0,0.5115500993460476,0.2761840984931051,0.2122658021608473,3,HDA,2,HD,2,HD,0.4512126339537507,0.296108291032149,0.25267907501410036,3,HDA,3,HDA,2,HD
2026-01-31,2025,D1,Hoffenheim,Union Berlin,0,0.4792550075720244,0.2642287375722464,0.2565162548557292,3,HDA,3,HDA,2,HD,0.5215686274509804,0.2511764705882353,0.2272549019607843,3,HDA,2,HD,2,HD
2026-01-31,2025,SP1,Oviedo,Girona,0,0.3889566428091143,0.29355717935817366,0.31748617783271205,3,HDA,2,DA,2,DA,0.34285714285714286,0.31428571428571433,0.34285714285714286,3,HDA,2,DA,2,DA
2026-01-31,2025,I1,Cagliari,Verona,0,0.4573779744936507,0.29334657589693186,0.24927544960941744,3,HDA,3,HDA,2,HD,0.4366812227074236,0.31295487627365354,0.25036390101892286,3,HDA,3,HDA,2,HD
2026-01-31,2025,I1,Pisa,Sassuolo,2,0.22649071773155455,0.213239159982813,0.5602701222856324,2,DA,2,DA,1,A,0.2971246006389776,0.3067092651757188,0.3961661341853035,2,DA,2,DA,2,DA
2026-01-31,2025,I1,Napoli,Fiorentina,0,0.49761495749883544,0.3039558393974972,0.19842920310366735,3,HDA,2,HD,2,HD,0.49068109624162937,0.29287527931922247,0.21644362443914822,3,HDA,2,HD,2,HD
2026-01-31,2025,E0,Wolves,Bournemouth,2,0.3599720299243927,0.27874407172203064,0.36128389835357666,3,HDA,2,DA,2,DA,0.3398058252427184,0.2718446601941747,0.3883495145631068,3,HDA,2,DA,2,DA
2026-01-31,2025,E0,Leeds,Arsenal,2,0.28296924480704205,0.14722422204089827,0.5698065331520598,1,A,1,A,1,A,0.1720368389470114,0.2252863367163244,0.6026768243366641,2,DA,1,A,1,A
2026-01-31,2025,E0,Chelsea,West Ham,0,0.6454084611744949,0.20714193891200333,0.14744959991350173,2,HD,2,HD,1,H,0.5888816959792844,0.2203206345234274,0.1907976694972881,3,HDA,1,H,1,H
2026-01-31,2025,E0,Liverpool,Newcastle,0,0.6073052430670527,0.23310510567537654,0.15958965125757074,2,HD,2,HD,2,HD,0.5830269494941478,0.2181301750994271,0.1988428754064251,3,HDA,1,H,1,H
2026-01-31,2025,E0,Brighton,Everton,1,0.5464695284910851,0.26330379670085036,0.1902266748080645,3,HDA,2,HD,2,HD,0.4942630185348632,0.2697263901147396,0.2360105913503971,3,HDA,3,HDA,2,HD
2026-02-01,2025,E0,Man United,Fulham,0,0.615572452545166,0.20863977074623108,0.1757877767086029,3,HDA,2,HD,1,H,0.619757688723206,0.1996272134203169,0.1806150978564771,2,HD,1,H,1,H
2026-02-01,2025,D1,Stuttgart,Freiburg,0,0.5812188127092057,0.21459283465477072,0.2041883526360235,3,HDA,2,HD,1,H,0.5746381507885074,0.22575070209548492,0.19961114711600772,3,HDA,2,HD,1,H
2026-02-01,2025,D1,Dortmund,Heidenheim,0,0.7338281492539689,0.16720295450696213,0.09896889623906899,2,HD,1,H,1,H,0.7436069986541051,0.1452893674293405,0.1111036339165545,1,H,1,H,1,H
2026-02-01,2025,SP1,Ath Bilbao,Sociedad,1,0.3553722692915121,0.2975683123598006,0.34705941834868737,3,HDA,2,DA,2,DA,0.4221789883268483,0.3064202334630351,0.2714007782101167,3,HDA,3,HDA,1,D
2026-02-01,2025,SP1,Getafe,Celta,1,0.32704441708591087,0.3114293105262107,0.36152627238787843,3,HDA,2,DA,2,DA,0.33410138248847926,0.33179723502304154,0.33410138248847926,3,HDA,2,DA,2,DA
2026-02-01,2025,SP1,Betis,Valencia,0,0.48928022448538394,0.2588707352357665,0.2518490402788496,3,HDA,3,HDA,2,HD,0.5292652552926527,0.28019925280199254,0.19053549190535493,3,HDA,2,HD,2,HD
2026-02-01,2025,SP1,Real Madrid,Vallecano,0,0.7682344970720596,0.12976136900306767,0.10200413392487268,1,H,1,H,1,H,0.7780921584478578,0.135610347615198,0.0862974939369442,1,H,1,H,1,H
2026-02-01,2025,F1,Strasbourg,Paris SG,2,0.1468198724564929,0.14742848057406424,0.7057516469694428,1,A,1,A,1,A,0.19079766949728816,0.22032063452342746,0.5888816959792844,2,DA,1,A,1,A
2026-02-01,2025,E0,Nott'm Forest,Crystal Palace,1,0.45268603484800407,0.24903745578173614,0.2982765093702598,3,HDA,3,HDA,2,DA,0.4505119453924915,0.28668941979522183,0.26279863481228666,3,HDA,3,HDA,2,HD
2026-02-01,2025,E0,Tottenham,Man City,1,0.1838028783739471,0.26056123556379185,0.555635886062261,2,DA,2,DA,2,DA,0.19988614634573554,0.23157541344932783,0.5685384402049367,2,DA,2,DA,1,A
2026-02-01,2025,I1,Torino,Lecce,0,0.49479666383286336,0.2848476299734336,0.22035570619370304,3,HDA,2,HD,2,HD,0.43765050780023035,0.32624856036017175,0.23610093183959793,3,HDA,3,HDA,2,HD
